humidity,weathersit,holiday,season,atemp,temperature,hr,total,day,month,year
18,1,0,2,0.4848,0.5,18,632,24,4,2012
50,1,0,1,0.4091,0.4,10,137,12,3,2012
37,1,0,2,0.2121,0.22,5,17,27,3,2012
41,1,0,4,0.4697,0.48,15,447,23,11,2012
69,2,0,3,0.6212,0.66,10,121,15,9,2011
56,2,0,4,0.5152,0.54,2,92,29,9,2012
60,1,0,1,0.2121,0.24,6,68,20,1,2012
94,2,0,4,0.5455,0.58,2,68,24,9,2011
52,1,0,1,0.2576,0.24,3,4,20,1,2012
71,1,0,1,0.4091,0.4,16,278,24,1,2012
31,1,0,1,0.303,0.32,18,233,7,3,2011
46,1,0,3,0.697,0.78,21,230,9,8,2011
88,2,0,3,0.5455,0.6,6,192,23,8,2012
67,1,0,4,0.4545,0.46,22,170,25,10,2011
89,2,0,3,0.6364,0.68,5,20,4,8,2011
61,2,0,2,0.6061,0.62,22,131,13,5,2012
44,1,0,1,0.2121,0.24,2,42,26,2,2012
56,1,0,4,0.6212,0.6,21,297,25,9,2012
34,1,0,2,0.6212,0.66,17,812,18,5,2012
56,1,0,1,0.2273,0.24,13,97,4,1,2011
56,1,0,1,0.2576,0.28,9,148,2,3,2011
40,1,0,3,0.6515,0.74,20,567,25,7,2012
69,1,0,3,0.6061,0.64,3,10,12,7,2012
57,1,0,3,0.7121,0.76,18,425,19,8,2011
65,2,0,2,0.6212,0.66,11,140,3,5,2011
94,2,0,4,0.3939,0.38,2,5,10,12,2012
50,1,0,1,0.1212,0.14,2,2,13,1,2011
21,1,0,2,0.3636,0.36,18,294,29,3,2011
46,2,0,4,0.5303,0.56,19,566,10,10,2012
81,1,0,4,0.3333,0.3,4,4,26,11,2011
51,2,0,4,0.4848,0.5,11,462,28,10,2012
43,1,0,3,0.7424,0.82,18,481,28,7,2012
26,1,0,2,0.6212,0.68,19,391,3,6,2011
40,1,0,1,0.1212,0.16,15,155,12,2,2012
42,1,0,2,0.6364,0.7,11,264,8,6,2012
39,1,0,4,0.5152,0.54,19,248,14,10,2011
88,2,0,3,0.5455,0.6,4,7,20,8,2011
46,1,0,2,0.3939,0.38,8,43,17,4,2011
64,2,0,4,0.6061,0.6,0,76,25,10,2012
76,1,0,2,0.3182,0.32,22,89,23,4,2012
38,1,0,1,0.2576,0.28,15,138,30,12,2012
31,1,0,4,0.4848,0.5,20,139,13,11,2011
83,1,0,4,0.5303,0.56,1,141,6,10,2012
50,1,0,1,0.1212,0.14,4,4,13,1,2011
38,1,0,4,0.6212,0.62,0,180,23,9,2012
59,1,0,3,0.7424,0.78,23,161,17,7,2012
81,2,0,2,0.3485,0.36,0,43,16,4,2011
88,1,0,3,0.5606,0.62,6,145,27,8,2012
88,2,0,2,0.4545,0.46,3,6,3,5,2012
38,1,0,4,0.4545,0.46,13,424,23,11,2012
72,1,0,4,0.2121,0.2,7,308,14,12,2012
48,2,0,4,0.4697,0.48,14,155,20,10,2011
63,1,0,1,0.4545,0.46,17,462,17,1,2012
75,1,0,1,0.2424,0.24,5,11,27,12,2012
40,1,0,1,0.2273,0.2,17,178,10,1,2011
74,2,0,3,0.6667,0.7,8,484,25,8,2011
45,1,0,1,0.3485,0.32,7,299,7,2,2012
48,2,0,1,0.2576,0.26,16,214,31,12,2012
54,1,0,2,0.3939,0.38,18,179,2,4,2011
93,2,0,4,0.2424,0.24,7,31,2,12,2012
62,2,0,2,0.4394,0.44,13,464,1,4,2012
94,3,0,2,0.3939,0.38,6,34,13,4,2011
94,3,0,2,0.4394,0.44,7,384,3,5,2012
41,1,0,3,0.7879,0.86,11,161,21,6,2012
42,1,0,3,0.6667,0.74,10,126,29,6,2011
65,1,0,2,0.2576,0.26,21,78,24,3,2011
62,2,0,4,0.4091,0.4,15,484,1,12,2012
35,1,0,2,0.6818,0.78,13,180,6,6,2011
27,1,0,2,0.5,0.52,11,223,9,4,2012
48,1,0,4,0.6515,0.7,11,304,5,10,2012
37,1,0,4,0.5152,0.54,17,731,20,10,2012
50,1,0,3,0.8182,0.86,20,446,26,7,2012
88,2,0,4,0.5,0.52,20,347,25,10,2012
83,1,0,2,0.5,0.52,1,30,22,3,2012
66,1,0,3,0.697,0.74,15,188,9,9,2011
40,1,0,1,0.3485,0.36,22,107,17,2,2012
78,2,0,2,0.5758,0.6,9,164,5,6,2011
83,2,0,3,0.6364,0.68,20,183,13,8,2011
87,2,1,1,0.2576,0.24,1,15,20,2,2012
94,1,0,2,0.4545,0.46,21,91,21,3,2011
77,1,0,4,0.4394,0.44,1,18,1,10,2012
60,1,0,1,0.2879,0.26,3,17,28,1,2012
48,1,0,2,0.4697,0.48,0,41,4,4,2012
47,1,0,1,0.197,0.22,9,214,13,1,2012
56,1,0,1,0.5303,0.56,10,188,14,3,2012
36,1,0,1,0.1061,0.1,21,25,23,1,2011
42,1,0,3,0.6364,0.7,22,207,30,6,2011
93,2,0,1,0.2273,0.2,11,62,23,1,2012
79,1,0,3,0.6667,0.7,11,198,14,8,2011
84,1,0,3,0.7121,0.72,19,431,14,7,2012
68,1,0,4,0.5,0.52,17,614,24,10,2011
69,2,0,2,0.6061,0.64,19,458,8,5,2012
81,1,0,2,0.3333,0.34,13,137,2,4,2011
50,1,0,4,0.4091,0.4,11,241,21,11,2012
76,1,0,1,0.3333,0.32,7,302,22,2,2012
56,1,0,2,0.4091,0.4,1,11,4,4,2011
42,1,0,3,0.6667,0.74,8,433,27,7,2011
49,1,0,4,0.3182,0.32,17,583,14,11,2012
63,1,0,3,0.5,0.52,7,545,19,9,2012
49,1,0,3,0.7424,0.8,14,254,30,7,2012
69,2,0,1,0.2121,0.22,6,36,26,12,2012
32,2,0,3,0.2424,0.84,16,488,17,8,2012
65,2,0,4,0.2727,0.26,1,16,15,11,2012
88,1,0,2,0.5303,0.56,8,453,18,5,2011
100,3,0,2,0.4697,0.48,7,32,14,5,2011
89,2,0,3,0.5909,0.66,8,618,14,8,2012
83,1,0,3,0.5758,0.64,23,140,22,8,2012
80,2,0,1,0.1818,0.16,13,199,22,1,2012
43,2,0,4,0.6212,0.6,12,323,1,10,2012
93,2,0,1,0.2424,0.22,1,5,10,1,2012
41,1,0,1,0.2576,0.26,9,151,8,3,2011
100,2,0,1,0.2727,0.22,10,61,2,2,2011
66,1,0,4,0.3485,0.32,20,245,30,11,2012
47,1,0,3,0.803,0.86,12,491,5,8,2012
87,3,0,2,0.4091,0.4,8,45,16,4,2011
40,1,0,1,0.1667,0.2,13,51,3,2,2011
60,1,0,3,0.6061,0.6,6,130,14,7,2011
93,2,0,2,0.2727,0.28,5,9,24,3,2011
34,1,0,2,0.6364,0.68,19,453,3,6,2012
41,1,0,2,0.6212,0.64,12,282,4,6,2012
39,1,0,3,0.6515,0.72,19,400,14,7,2011
24,1,0,2,0.697,0.82,13,585,9,6,2012
41,1,0,4,0.4394,0.44,10,204,11,10,2012
43,1,0,4,0.4091,0.4,13,345,30,10,2011
88,1,0,2,0.5303,0.56,5,22,5,5,2012
56,3,0,3,0.7879,0.82,17,579,28,6,2011
43,1,0,1,0.1061,0.14,10,49,9,1,2011
70,2,0,1,0.2273,0.24,22,21,30,1,2011
89,3,0,3,0.5758,0.64,16,24,27,8,2011
46,2,0,3,0.7576,0.82,18,811,9,8,2012
57,1,0,3,0.7121,0.76,20,262,17,7,2011
64,1,0,4,0.2727,0.22,2,7,29,11,2012
65,1,0,2,0.6515,0.7,15,138,27,4,2011
57,2,0,3,0.6818,0.74,12,266,9,7,2012
94,2,0,2,0.4091,0.4,8,89,25,3,2012
55,1,0,1,0.2121,0.18,21,54,3,2,2011
93,2,0,1,0.3333,0.32,7,232,24,1,2012
49,1,0,3,0.7424,0.8,19,303,10,7,2011
83,1,0,2,0.5758,0.62,6,22,27,5,2012
69,1,0,3,0.6061,0.64,1,16,16,8,2011
79,3,0,3,0.697,0.72,20,137,6,8,2011
82,1,0,2,0.4242,0.42,4,10,8,5,2011
50,1,0,1,0.1364,0.14,7,64,3,1,2011
80,1,1,4,0.2273,0.22,4,3,22,11,2012
60,2,0,2,0.6061,0.6,1,11,14,5,2012
44,1,0,4,0.6212,0.64,15,195,14,11,2011
74,1,0,3,0.7121,0.74,23,166,16,7,2012
65,2,0,1,0.2879,0.3,7,80,27,12,2011
38,1,0,1,0.2727,0.28,21,54,7,3,2011
60,2,0,4,0.2273,0.24,11,188,18,12,2011
35,1,0,1,0.197,0.22,15,82,9,1,2011
94,3,0,4,0.5152,0.54,7,154,19,10,2012
55,1,0,3,0.697,0.76,9,300,29,6,2012
61,2,0,1,0.303,0.28,1,13,10,2,2012
88,2,0,4,0.4545,0.46,4,6,10,10,2012
54,1,0,1,0.1212,0.14,10,126,15,1,2012
43,1,0,3,0.7273,0.8,10,174,2,7,2012
53,1,0,3,0.803,0.84,11,243,24,7,2011
55,1,0,4,0.4545,0.46,1,73,15,10,2011
66,2,0,4,0.3485,0.36,1,19,19,11,2012
56,2,0,1,0.6212,0.64,14,260,19,3,2012
46,2,0,2,0.7273,0.8,14,334,18,6,2011
57,1,0,3,0.6818,0.74,12,178,15,8,2011
89,1,0,2,0.5758,0.64,1,12,20,6,2011
43,1,0,2,0.3333,0.36,4,1,28,3,2012
40,1,0,3,0.6818,0.76,11,245,13,8,2012
40,1,0,1,0.2121,0.2,16,74,10,1,2011
52,1,0,4,0.5,0.52,20,432,24,9,2012
38,1,0,3,0.8788,0.94,17,197,23,7,2011
78,1,0,3,0.5758,0.6,6,105,1,9,2011
63,1,0,1,0.4545,0.46,17,495,12,1,2012
87,1,0,1,0.4091,0.4,4,2,24,2,2012
50,1,0,2,0.4091,0.4,10,204,2,4,2012
62,2,0,3,0.6818,0.72,10,195,11,7,2012
84,1,0,3,0.5758,0.64,6,3,4,9,2011
76,1,0,2,0.3485,0.34,5,14,14,4,2011
41,1,0,3,0.7727,0.84,12,171,7,7,2011
47,1,0,1,0.1667,0.2,15,49,12,1,2011
32,1,0,1,0.1818,0.22,5,4,15,2,2011
75,2,0,4,0.3182,0.3,6,10,26,11,2011
64,1,0,1,0.197,0.18,21,52,3,1,2011
88,2,0,3,0.5455,0.58,20,194,8,9,2012
70,1,0,4,0.3182,0.3,4,7,2,11,2012
88,1,0,2,0.5303,0.56,5,31,6,6,2011
86,3,0,1,0.2121,0.2,8,272,23,1,2012
36,1,0,1,0.4545,0.46,14,158,27,2,2012
59,1,0,2,0.4545,0.46,23,47,14,4,2011
55,1,0,3,0.697,0.76,11,509,29,7,2012
55,1,0,3,0.6818,0.74,8,424,26,7,2011
69,1,0,3,0.6212,0.66,0,46,14,7,2011
28,1,0,1,0.1212,0.14,17,161,21,1,2011
61,2,0,2,0.6061,0.62,6,21,5,6,2011
70,1,0,1,0.2879,0.3,22,44,4,3,2011
40,1,0,1,0.3333,0.36,14,95,4,3,2011
19,1,0,3,0.7273,0.86,15,331,2,7,2011
83,2,0,4,0.5303,0.56,4,6,19,10,2012
89,1,0,2,0.5758,0.64,2,66,12,6,2011
81,3,0,4,0.3333,0.36,13,96,10,11,2011
66,1,1,2,0.6818,0.72,11,476,28,5,2012
49,1,0,4,0.2879,0.3,10,230,6,11,2012
43,1,0,2,0.6212,0.62,21,246,3,6,2012
34,1,0,3,0.7273,0.84,14,178,10,8,2011
44,1,0,4,0.4545,0.46,0,107,16,10,2011
56,1,0,2,0.6212,0.62,3,40,9,6,2012
70,1,0,4,0.2879,0.26,22,151,29,11,2012
41,1,0,1,0.2576,0.26,23,83,10,3,2012
75,1,0,4,0.2576,0.24,8,63,3,12,2011
80,1,0,4,0.2576,0.2,1,4,13,12,2011
56,1,0,1,0.2727,0.26,1,23,16,1,2011
57,3,0,1,0.4091,0.4,16,50,2,3,2012
50,1,0,2,0.4091,0.4,7,349,30,4,2012
42,2,0,2,0.6515,0.72,16,589,23,3,2012
94,3,0,4,0.4545,0.46,10,50,6,12,2011
93,1,0,1,0.2576,0.26,4,3,8,2,2011
77,2,0,2,0.5,0.52,0,34,7,5,2012
73,1,0,2,0.5909,0.6,17,383,23,4,2011
44,1,0,4,0.2273,0.22,8,375,18,11,2011
43,1,1,1,0.3333,0.36,1,12,2,1,2012
52,1,0,2,0.7121,0.78,19,526,29,5,2012
56,1,0,4,0.3636,0.36,0,60,1,11,2012
61,1,0,1,0.2879,0.28,20,26,6,2,2011
62,2,0,4,0.4091,0.4,16,173,23,11,2011
70,1,0,3,0.697,0.74,19,386,25,7,2011
45,1,0,1,0.2879,0.3,23,44,15,1,2011
56,1,0,4,0.5455,0.58,11,397,8,10,2011
60,1,0,1,0.2424,0.24,20,91,27,12,2012
42,2,0,1,0.5152,0.54,18,222,17,2,2011
49,1,0,3,0.7424,0.8,9,183,31,7,2011
88,2,0,3,0.5455,0.6,21,207,18,9,2012
79,2,0,3,0.6364,0.68,11,151,18,9,2012
93,3,0,2,0.2273,0.24,7,92,31,3,2011
76,2,0,1,0.4091,0.4,21,192,26,1,2012
79,1,0,3,0.6667,0.7,0,22,12,7,2011
55,1,0,4,0.5,0.52,20,315,29,9,2012
79,3,0,3,0.6667,0.7,9,276,6,8,2012
83,1,0,2,0.6364,0.68,21,274,12,6,2012
93,2,0,2,0.4848,0.5,7,346,23,3,2012
61,1,0,2,0.6212,0.66,14,175,20,6,2011
62,1,0,3,0.7121,0.76,10,190,10,7,2012
20,1,0,2,0.5909,0.6,17,732,25,4,2012
41,1,0,2,0.4545,0.46,22,84,6,4,2011
77,2,0,2,0.5152,0.54,4,6,14,5,2012
71,1,0,2,0.3182,0.36,6,110,2,4,2012
66,3,0,2,0.6818,0.72,15,258,1,6,2012
69,2,0,2,0.5909,0.6,8,388,16,6,2011
83,3,0,2,0.5606,0.6,20,105,24,4,2011
73,2,0,4,0.5303,0.56,0,48,15,10,2012
88,1,0,4,0.4545,0.46,23,99,17,10,2012
63,2,0,1,0.4545,0.46,15,205,5,3,2011
20,2,0,1,0.3939,0.38,14,72,8,3,2011
82,3,0,2,0.4848,0.5,1,7,4,5,2011
37,1,0,1,0.1667,0.16,19,110,15,1,2012
69,2,0,3,0.6212,0.66,18,383,25,8,2012
83,3,0,2,0.5303,0.56,8,221,20,6,2011
67,1,0,4,0.4394,0.44,3,7,14,11,2011
48,2,0,4,0.4697,0.48,14,299,26,11,2011
94,2,0,3,0.5455,0.62,4,7,18,9,2012
38,1,0,4,0.2424,0.28,16,170,24,11,2012
42,1,0,2,0.303,0.32,12,145,25,3,2011
31,1,0,3,0.6818,0.78,14,163,30,6,2011
26,1,0,3,0.697,0.8,15,249,27,6,2012
47,1,0,3,0.803,0.86,14,322,7,8,2011
55,1,0,2,0.7576,0.8,13,387,11,6,2011
51,1,0,3,0.6667,0.72,17,894,14,9,2012
83,1,0,2,0.5606,0.6,23,121,3,5,2012
43,2,1,1,0.1818,0.18,3,2,17,1,2011
28,1,0,3,0.7879,0.9,16,373,30,6,2012
57,1,0,4,0.4242,0.42,16,330,4,12,2011
59,1,0,4,0.2121,0.18,5,6,11,12,2011
57,1,0,2,0.6515,0.7,18,363,5,6,2011
88,3,0,4,0.5303,0.56,7,147,14,10,2011
70,3,0,4,0.3182,0.32,21,74,28,10,2011
88,2,0,4,0.5303,0.56,16,55,12,10,2011
81,1,0,1,0.303,0.28,22,37,7,2,2011
64,1,0,1,0.2273,0.22,3,2,31,1,2011
59,1,0,2,0.4545,0.46,1,11,4,4,2012
69,1,0,2,0.6061,0.62,14,240,2,5,2012
49,1,0,1,0.303,0.34,13,131,21,2,2012
64,2,0,1,0.1818,0.18,2,2,4,3,2011
50,1,0,2,0.3333,0.36,13,110,1,4,2011
72,1,0,2,0.4545,0.46,5,24,10,5,2012
69,1,0,3,0.6061,0.64,1,20,15,9,2011
75,3,0,4,0.2879,0.3,22,36,28,10,2011
62,1,0,2,0.6818,0.74,19,404,25,5,2012
80,1,0,4,0.2121,0.18,2,3,19,12,2011
87,2,1,1,0.2576,0.24,9,28,25,12,2012
93,2,0,1,0.197,0.18,7,222,10,1,2012
60,1,0,4,0.2121,0.22,7,244,8,12,2011
74,2,0,1,0.1515,0.16,6,4,22,1,2012
61,2,0,2,0.6515,0.7,11,258,4,5,2012
42,2,1,1,0.303,0.34,0,37,21,2,2011
83,1,0,3,0.6364,0.68,2,15,28,8,2012
79,1,0,3,0.6364,0.68,1,42,2,8,2012
56,2,0,1,0.2424,0.3,20,66,29,12,2012
26,1,0,3,0.697,0.8,16,323,30,6,2011
63,1,0,3,0.4848,0.5,0,58,20,9,2012
66,1,0,3,0.697,0.74,11,499,11,8,2012
62,2,0,4,0.3333,0.36,9,280,15,12,2011
62,2,0,3,0.7121,0.76,19,516,18,7,2012
67,1,0,3,0.697,0.74,9,203,18,7,2011
46,2,0,1,0.3939,0.38,14,88,15,3,2011
94,1,0,2,0.5,0.52,0,29,19,5,2011
78,3,0,2,0.5758,0.6,16,226,16,5,2011
89,1,1,3,0.5758,0.64,6,16,4,7,2011
81,3,0,1,0.3333,0.3,12,55,11,1,2012
93,1,0,4,0.3485,0.32,3,3,7,11,2011
77,3,0,1,0.4697,0.48,16,129,16,3,2012
33,1,0,3,0.6515,0.74,19,455,30,6,2011
64,1,0,1,0.1818,0.2,5,2,1,3,2011
70,3,0,1,0.3333,0.32,11,71,16,2,2012
45,2,0,2,0.5152,0.54,23,113,7,5,2012
89,1,0,3,0.5909,0.66,3,5,31,8,2012
53,1,0,4,0.6212,0.62,13,332,18,10,2012
52,1,0,4,0.303,0.3,20,252,29,11,2012
74,2,0,1,0.1515,0.16,7,13,22,1,2012
50,1,0,2,0.6212,0.66,23,90,15,4,2012
89,1,0,3,0.5758,0.64,3,43,4,9,2011
46,1,0,1,0.1212,0.14,21,40,13,1,2011
55,3,0,3,0.697,0.76,12,161,3,8,2011
65,1,0,4,0.2727,0.26,22,92,8,12,2011
60,2,0,1,0.2576,0.24,10,86,5,3,2012
69,1,0,3,0.6364,0.68,3,5,25,6,2012
37,1,0,4,0.5303,0.56,13,198,25,10,2011
38,1,0,2,0.4242,0.42,14,440,28,4,2012
70,1,0,2,0.697,0.74,10,183,29,5,2012
61,1,0,1,0.3182,0.32,12,150,6,2,2012
43,1,0,1,0.3939,0.38,18,437,6,2,2012
77,2,0,2,0.4394,0.44,2,35,2,5,2011
81,1,0,4,0.3333,0.3,6,92,2,11,2011
71,1,0,4,0.3485,0.34,22,163,9,11,2012
78,2,0,2,0.5909,0.62,12,254,22,5,2012
82,1,0,2,0.4545,0.46,6,22,3,6,2012
80,2,0,1,0.197,0.16,15,47,11,1,2011
83,2,0,3,0.6364,0.68,4,5,14,8,2012
78,2,0,3,0.6061,0.66,0,30,28,6,2011
62,2,0,1,0.4091,0.4,2,28,31,12,2011
66,1,0,4,0.4091,0.4,1,37,12,10,2012
93,3,0,2,0.303,0.34,9,40,4,5,2011
59,1,1,1,0.1818,0.2,8,120,20,2,2012
30,1,0,2,0.5303,0.56,18,337,14,4,2011
88,1,0,4,0.4394,0.44,3,5,18,10,2012
56,2,0,1,0.5303,0.56,22,133,12,3,2012
45,2,0,2,0.6364,0.7,13,255,13,6,2012
82,1,0,4,0.4545,0.46,2,3,5,10,2011
44,1,0,1,0.2121,0.22,5,5,26,2,2012
45,1,0,3,0.6515,0.72,18,307,25,6,2011
59,1,0,3,0.7727,0.8,20,454,16,7,2012
52,1,0,2,0.7121,0.78,10,111,10,6,2011
49,1,0,4,0.3182,0.3,10,161,28,11,2012
37,1,0,2,0.6515,0.72,14,573,16,6,2012
93,1,0,4,0.2576,0.24,6,16,10,11,2012
38,1,0,3,0.6212,0.64,21,208,22,8,2011
77,3,0,2,0.5,0.52,6,26,1,5,2012
69,1,0,1,0.2273,0.22,7,17,11,3,2012
77,1,0,4,0.4242,0.42,0,32,24,10,2011
88,2,0,4,0.4697,0.48,23,75,26,10,2011
87,3,0,4,0.4091,0.4,8,69,9,12,2012
61,1,1,4,0.3485,0.32,22,44,22,11,2012
51,1,0,1,0.2273,0.22,17,172,6,1,2011
28,1,0,1,0.5,0.52,18,389,11,3,2012
30,1,0,1,0.197,0.24,1,1,3,3,2011
66,3,0,3,0.697,0.74,17,512,11,8,2012
59,2,0,4,0.5,0.52,3,29,29,9,2012
30,1,0,1,0.2424,0.26,16,76,3,1,2011
53,1,0,3,0.6212,0.64,1,32,30,6,2011
48,1,0,1,0.2727,0.28,17,212,4,1,2011
70,1,0,1,0.3333,0.3,6,92,2,3,2012
93,2,0,2,0.3636,0.36,4,5,10,4,2011
55,1,0,3,0.697,0.76,19,347,17,8,2011
45,2,0,2,0.2727,0.28,19,138,26,3,2011
87,3,0,1,0.2879,0.3,10,62,17,1,2012
65,2,0,3,0.6061,0.64,15,276,19,8,2012
89,2,0,2,0.5758,0.64,8,694,1,6,2012
64,1,0,3,0.5303,0.56,20,417,20,9,2012
44,1,0,3,0.8182,0.88,17,428,12,7,2011
66,1,0,3,0.697,0.74,22,269,24,7,2012
75,1,0,4,0.2576,0.24,9,330,30,11,2012
100,2,0,3,0.5152,0.62,9,69,8,9,2011
75,1,0,3,0.7424,0.76,4,13,22,7,2011
44,1,0,1,0.2121,0.22,6,80,30,1,2012
88,3,0,2,0.5152,0.54,11,164,19,5,2011
47,2,0,2,0.6212,0.66,20,352,16,6,2012
47,1,0,1,0.1818,0.2,8,217,21,1,2011
51,1,0,1,0.1667,0.18,7,2,20,2,2011
80,3,0,1,0.1515,0.14,2,3,10,2,2011
32,1,0,1,0.1818,0.2,14,188,15,1,2012
60,2,0,4,0.5152,0.54,13,369,20,11,2011
30,1,0,2,0.7273,0.84,14,500,10,6,2012
63,1,0,4,0.4545,0.46,11,147,8,11,2011
46,2,0,2,0.6212,0.6,12,283,4,4,2012
61,2,0,1,0.2727,0.3,6,35,27,12,2011
41,1,0,1,0.0606,0.06,23,21,23,1,2011
73,3,0,4,0.5303,0.56,9,202,29,11,2011
100,2,0,1,0.4242,0.42,9,22,6,3,2011
37,1,0,1,0.2121,0.22,17,105,16,1,2011
77,2,0,4,0.4848,0.5,9,387,18,10,2012
54,1,0,2,0.6667,0.72,19,556,30,5,2012
59,1,0,1,0.2273,0.16,5,1,15,1,2011
67,1,0,1,0.4242,0.42,20,137,17,3,2011
75,2,0,1,0.2424,0.24,3,6,29,12,2012
30,1,0,3,0.7121,0.82,15,189,29,6,2011
82,3,0,1,0.4091,0.4,11,105,2,2,2012
88,2,0,4,0.5455,0.6,13,154,2,10,2012
68,2,0,3,0.5303,0.56,19,374,19,9,2011
24,1,0,2,0.4394,0.44,0,85,8,4,2012
64,1,0,1,0.2273,0.22,10,93,23,12,2012
50,2,0,1,0.4242,0.42,15,78,2,3,2012
39,1,0,1,0.303,0.3,12,86,1,3,2011
54,1,0,3,0.6667,0.72,18,598,22,9,2012
100,2,0,1,0.3485,0.32,1,10,25,2,2011
73,1,0,2,0.5455,0.58,16,378,21,3,2012
52,1,0,1,0.2424,0.24,1,61,11,3,2012
87,3,0,4,0.3485,0.36,17,167,2,10,2011
88,2,0,3,0.5455,0.6,19,238,21,7,2012
53,1,0,4,0.3485,0.34,19,319,14,12,2012
54,2,0,3,0.6515,0.7,3,40,14,7,2012
45,2,0,2,0.3333,0.32,7,136,30,3,2011
73,1,1,2,0.5909,0.62,6,20,28,5,2012
83,1,0,3,0.6061,0.66,3,5,24,6,2011
87,2,0,1,0.303,0.32,12,86,17,1,2012
74,1,0,2,0.697,0.72,22,185,10,6,2011
81,1,0,4,0.2879,0.24,5,10,23,11,2012
49,1,0,3,0.7424,0.8,21,271,26,7,2012
59,1,0,3,0.7424,0.78,20,354,27,7,2012
63,1,0,2,0.5,0.52,2,9,15,6,2011
88,3,0,3,0.5303,0.56,15,512,8,9,2012
68,2,0,2,0.5,0.52,4,5,8,5,2012
61,1,0,4,0.3182,0.3,21,162,1,12,2011
28,1,0,2,0.6515,0.74,13,189,15,6,2011
77,2,0,1,0.5,0.52,11,585,17,3,2012
51,2,0,4,0.2273,0.22,8,34,25,11,2012
37,1,0,4,0.6515,0.74,14,400,5,10,2012
88,1,0,2,0.5455,0.6,4,5,18,6,2011
93,1,0,1,0.1364,0.12,6,2,12,2,2011
63,1,0,2,0.4697,0.48,7,237,9,5,2011
83,1,1,3,0.6061,0.66,7,36,4,7,2011
73,1,0,3,0.6061,0.64,21,312,14,9,2012
40,1,0,4,0.3333,0.36,14,176,28,11,2012
52,2,0,3,0.7424,0.8,13,253,7,8,2012
62,2,0,3,0.6818,0.72,10,233,15,8,2012
59,1,0,3,0.7727,0.8,15,292,4,9,2012
55,1,0,2,0.7576,0.8,18,795,19,6,2012
31,1,0,2,0.4545,0.46,11,184,24,4,2012
68,1,0,3,0.5303,0.56,4,3,29,8,2011
100,3,0,2,0.2273,0.26,8,124,24,3,2011
70,1,1,2,0.697,0.74,22,157,28,5,2012
82,1,0,4,0.4394,0.44,5,42,18,10,2012
43,1,0,3,0.7424,0.82,20,206,30,7,2011
36,1,0,1,0.303,0.34,15,166,6,3,2012
63,2,0,3,0.8485,0.84,8,322,22,7,2011
43,1,0,4,0.4091,0.4,14,299,14,12,2012
100,3,0,2,0.2727,0.3,4,3,9,4,2011
44,1,0,3,0.7576,0.84,19,337,12,7,2011
88,2,0,4,0.5455,0.6,6,111,29,9,2011
100,3,0,1,0.2273,0.2,8,10,5,2,2011
83,1,0,2,0.5606,0.6,23,106,23,5,2012
59,2,0,1,0.1818,0.2,12,98,8,1,2011
82,1,0,4,0.4394,0.44,6,92,20,10,2011
51,1,0,4,0.4848,0.5,21,269,10,10,2012
87,1,0,1,0.2879,0.26,3,11,27,2,2011
56,1,0,4,0.3485,0.36,20,241,19,12,2012
69,1,0,3,0.6212,0.66,2,19,5,8,2011
39,1,0,4,0.5,0.52,17,943,16,10,2012
89,3,0,3,0.5909,0.66,23,65,19,7,2012
73,1,0,3,0.6061,0.64,7,50,17,7,2011
22,1,0,2,0.5303,0.56,14,223,25,4,2012
75,3,0,1,0.2727,0.28,18,64,4,2,2012
49,1,0,1,0.0758,0.1,5,3,12,2,2012
53,1,0,2,0.3182,0.34,5,16,22,4,2011
87,1,0,1,0.2273,0.22,7,20,7,1,2012
62,1,0,3,0.6818,0.72,10,165,19,8,2011
42,1,0,1,0.0606,0.08,0,9,4,1,2012
74,1,0,3,0.697,0.72,14,148,9,9,2011
49,1,0,3,0.7424,0.8,21,205,30,7,2011
81,1,0,4,0.3636,0.36,4,4,17,10,2012
61,1,0,3,0.6061,0.62,6,108,1,7,2011
57,1,0,4,0.4394,0.44,23,136,10,10,2012
76,2,0,4,0.4091,0.4,16,223,1,10,2011
35,1,0,1,0.4091,0.4,17,226,20,3,2011
49,1,0,3,0.7424,0.8,22,234,26,7,2012
66,1,0,4,0.3788,0.36,20,147,20,12,2011
77,1,0,3,0.5,0.52,4,6,30,8,2011
74,1,0,1,0.2121,0.18,22,27,27,1,2011
39,2,0,3,0.803,0.88,19,503,5,7,2012
87,3,0,4,0.4091,0.4,21,114,21,11,2011
68,2,0,4,0.5,0.52,20,113,20,11,2011
66,2,0,4,0.3939,0.38,16,443,1,12,2012
80,2,0,1,0.2121,0.18,5,4,28,1,2011
49,1,0,3,0.6212,0.6,7,344,23,8,2011
93,1,0,4,0.1667,0.14,5,21,19,12,2011
63,1,0,2,0.4848,0.5,6,25,20,5,2012
68,1,0,2,0.5152,0.54,6,47,16,6,2012
74,1,0,3,0.6212,0.66,23,132,4,8,2011
49,1,0,4,0.5303,0.56,3,2,17,10,2011
41,1,0,3,0.7424,0.82,13,416,9,7,2011
46,1,0,1,0.1061,0.14,10,58,23,1,2011
65,1,0,3,0.6212,0.66,2,6,18,8,2011
66,1,0,2,0.3182,0.34,3,4,5,5,2011
23,1,0,2,0.3333,0.34,19,190,29,3,2011
51,2,0,2,0.6667,0.72,12,401,22,5,2011
